Title,energy,fat,protein,salt,saturates,sugars,remarks
Honey Teriyaki Chicken Wings,539.2156863,8.146573303,12.5646482,2.00864992,2.239773617,19.66837332,0
Tofu Jerky I,202.3206319,4.557075353,7.853298949,3.655783656,0.668970214,0.607619238,1
Emeril's Mango Lassi,76.51492618,0.12014906,0.923692232,0.010424416,0.018865438,5.389755919,0
Orange and Mango Breakfast Smoothie,29.52169055,0.126530201,0.40269071,0.010694993,0.033618906,7.057488815,0
Homemade BBQ Sauce,33.56242456,1.069784347,1.814877635,2.29373637,0.072813181,15.40465229,0
Blueberry Sweet Tart Recipe,88.80542767,0.1425,0.4675,0.00375,0.018,8.19,0
Crisp Coconut and Chocolate Pie,97.75,65.41643589,4.691777117,0.016097864,56.81588742,6.677152637,0
Berry-Mango Smoothie,675.5041321,1.64777507,4.330531066,0.070183395,0.414661979,6.118008753,0
No Bake Snack Mix,64.04610241,43.07085029,10.65169745,0.297938006,4.924576195,1.808046697,0
Chocolate Lollapoloozas,457.3176186,9.267033121,0.826945413,0.008309289,3.341595274,14.75741736,0
Grilled Chicken Wings With Tandoori Flavorings,141.0413211,39.60461701,4.278577575,0.197757769,5.856644154,0.134172733,1
Neck Bones 'N Rice,376.7455048,1.503826858,14.48786058,1.331054711,0.480215566,0.017838234,1
Winter Crunch Bark,114.866139,24.00632293,9.755088783,0.017193437,3.069061724,40.78434744,0
Microwave Tablet,436.768484,12.98952978,0.848014983,0.030723367,8.091723474,62.77469096,0
Salmon With Mixed Berry Reduction,367.1053858,5.761408159,9.443448553,7.049921252,0.828998981,2.92998539,1
Easy Apple Crisp with Honey,108.0783952,4.87618668,2.787629538,0.013116893,2.645090224,26.35158345,0
Thyme-Toasted Almonds,210.1674034,54.24916217,15.65025259,7.534317122,5.241902071,3.220775528,1
Dutch peanutsauce for french fries,583.2811435,61.68673072,6.306863503,1.048331677,10.2223613,8.279092884,0
Braised Brussel Sprouts With Vinegar And Dill Recipe,614.3712648,0.294896974,3.30928315,0.06164628,0.060664167,2.149414884,1
Citrus-Ginger Dressing (Volumetrics),42.51387528,11.24498982,0.193199428,33.72299969,1.568283818,21.20330383,0
Shanghai Asparagus,185.9054995,1.960273743,2.300410092,8.777488179,0.371229532,1.737049877,1
Sauerkraut,45.67554775,0.097674379,1.250232045,2.296899258,0.033209289,3.125580113,0
Raspberry Vinegar,24.41859464,0.157459651,0.333289595,0.010989371,0.004526965,14.26584438,0
Low Carb Flat Bread,75.58063246,82.62483444,0.461173997,3.105295138,11.40935593,0.024714284,1
Easy Cheese and Onion Bread,746.0914565,22.63932702,1.103738063,0.116548775,14.0502783,25.09174499,0
Sweet and Sour Sauce,313.0633287,0.000285042,0.013051941,0.020183627,3.30E-05,41.17986175,0
Black Pepper Mustard,162.8008416,1.265758951,2.561775088,41.66256934,0.27584468,0.297528996,1
Raspberry Sauce With a Twist,57.48865356,0.417792184,0.774356204,0.003676691,0.013656282,13.27930848,0
Peanut Butter Chip Squares,72.99357705,38.30296626,3.44634435,0.060915159,25.20328821,28.55557891,0
Blue Cheese Spread,531.6435198,26.15990012,7.233926773,0.209939782,3.349922034,42.57313057,0
Hester's Red Velvet Cake Icing,437.6129473,30.25114821,1.669096741,0.045017132,7.690529999,31.26412481,0
Pear Butter,408.7993001,0.12582817,0.307859887,0.002044094,0.024424133,25.58980274,0
No-Fail Piecrust,113.9255486,30.51693299,11.45540613,0.841710555,16.87200065,0.022412142,1
Butterscotch Sauce,402.5781025,17.05553663,0.479386712,0.870954003,10.64129472,58.23611584,0
Maple-Pecan Cream,372.572402,57.74114188,7.386720029,0.005271483,6.829827729,9.970468075,0
Spicy Chicken Mac Skillet,586.5627319,15.74671452,23.36905024,2.095519679,9.491932388,1.073202681,1
Chocolate Chip Ice Cream Pie,248.6111254,22.76104767,5.010799404,0.028363952,13.54131082,33.59322244,0
Skorpor,354.9031778,53.34029369,1.73677956,0.077518886,33.1461336,20.77344877,0
Raisin Carrot Salad,586.2066039,1.332305384,2.17325111,0.16155613,0.270463107,1.364770248,1
Protein Mudslide - Protein Shake,244.0115372,1.676897583,46.75180323,0.287064459,0.943528878,4.5305921,0
Diabetic Champagne,236.8529345,0.087591241,0.397810219,27.57208029,0.029927007,13.11678832,0
Tomato Gravy,55.47445255,0.442336994,1.031282256,3.08673344,0.079532732,2.064093672,0
Vegetable Risotto,23.98324477,7.123687148,10.09590234,2.653257924,4.175659615,0.864350853,0
Sweet & Tangy Barbecue Sauce,139.7588992,0.125984708,1.017435125,2.156293443,0.012077155,24.18008573,0
Nigella Lawson Cocktail Sausages,110.2583411,5.441696407,3.359761143,0.47168635,1.574679546,65.04140534,0
Almond Crescents,302.2891139,27.40318872,10.75604758,1.22127399,2.397336066,44.87594962,0
Whiskey-Flavored Crab Soup,485.0909636,9.385001408,4.538461291,0.488899073,5.896878167,4.699832344,1
Kabocha No Nimono - Stewed Pumpkin/Squash (Japan),145.8942208,0.085496306,1.17368826,0.476943658,0.042873883,4.684694652,0
Maple-Cinnamon Frozen Yogurt,32.37543943,0.046277494,1.205023977,0.029901536,0.013883248,53.16807909,0
Pot Pie #1 Alaska Chicken Pot Pie,245.0703368,17.29716953,3.825228219,1.249422231,10.61755079,3.071850673,0
Homemade Taco Seasoning Mix,218.6848577,2.090163934,2.950819672,72.08760246,0.320696721,5.625,0
Berry Syrup Recipe,85.04098361,0.209796212,5.156487583,0.272871632,0.011919564,21.47121815,0
Captain Cocoa Treats,154.2924486,34.39307075,16.76530939,0.075215869,9.006893539,18.36777164,0
Basic Polenta Recipe,471.8243984,0.314861461,1.277765056,0.675520953,0.039500801,0.289672544,1
Easy Tea Biscuits,66.52163957,20.31442532,2.906486793,0.183746725,12.65283974,3.842327031,0
Honey Cream Cheese Spread,212.1839813,16.31685767,22.69593962,2.176351986,10.36473181,29.69875778,0
Masters Acapulco Salad Dressing,355.9015728,70.48569188,1.165746378,1.830855138,10.9742262,1.636095344,1
Apple Pie Filling for Canning,646.6722199,0.186585333,0.503827738,0.002738929,0.034118268,11.81168339,0
Spicy hot chocolate,69.38620932,1.929635238,3.277266769,0.096784035,1.222552432,13.5417985,0
"Oh Boy, Salad!",83.69304827,3.441064514,0.615266685,1.546536463,0.546598704,1.773666245,0
Cheesy Sun Crisps,43.42442329,54.83654545,14.35876507,2.201614833,13.06601371,0.646440196,0
Broccoli Salad I,568.8345549,2.777647626,3.509290521,0.110498633,0.394205195,2.443694159,1
Always Right Rice,74.32646593,11.83467742,2.263104839,5.866935484,7.288306452,0.050403226,0
Im a Good Mommy Steel Cut Oatmeal,206.1491935,1.386900501,3.828740157,0.052120616,0.446403006,2.270937724,0
The Fairway Cafe's Mitchell London Hot Chocolate,72.56621331,7.460077131,3.532855065,0.233291541,4.446816079,16.12093389,0
Cane Sauce (For Dippin' Chicken),139.578516,30.12723931,1.125159049,1.976576859,4.711005191,12.65273766,0
Honey Oat and Wheat Rolls,334.8918466,4.170660595,12.98729002,0.163898218,0.867775371,1.370522622,1
Blackberry Jam,359.0030178,0.386130685,1.082158873,0.002482383,0.012331839,23.02994875,0
Spiced Pecans,108.2959641,36.61303139,4.652363925,39.26698451,5.69030592,7.25864124,0
Peach Cobbler,376.6388558,17.94068087,4.913727029,0.053608077,10.98292357,14.13955202,1
Rouge Brussels Sprouts,352.6270584,4.601761421,4.717706651,0.530226238,1.317805345,1.916110435,1
Dede's Buttermilk Bread,84.02531286,2.025908901,5.835591905,1.039251388,0.930511611,6.368634708,0
Vanilla or Chocolate Buttercream,182.4428392,33.91034365,2.520849306,0.114481267,21.12167033,9.340706938,0
Cheddar Cheese Straws,345.864341,48.9970309,14.46628904,2.165481544,29.30036316,0.407161888,1
Apricot Preserve,508.5689167,0.286872786,1.906860286,0.014062391,0.009562426,73.70603439,0
White French Dressing,302.2297741,6.698936043,1.07567546,0.154666631,1.070175906,4.34717765,0
Orangey Strawberry Drink,98.11310705,0.079576607,0.188470911,0.006948675,0.004645142,1.528137374,0
Sauerkraut and Pineapple: a Side Dish for Ham,9.594882729,0.880061535,0.585700864,0.249312657,0.483532708,8.555413183,0
Sharp Cheddar Cheese Ball,51.59850966,4.928213543,6.004575982,0.436201193,2.920308194,3.672028826,0
Brown Butter Fruity Pebble Rice Krispy Treats,105.411361,20.27499653,5.363495176,0.011366003,12.28329111,39.8114198,0
Crazy John's spicy mustard,368.4623794,0.658566597,1.636266993,27.54302687,0.156072122,1.100401237,0
Seared Salmon With Lime Butter,43.58356213,6.861852622,16.97164031,8.848095761,1.737615586,0.065414802,1
Pizza Dough,134.9899176,2.788262032,6.737005348,0.523435829,0.3975,0.973796791,0
Skillet Candied Sweet Potatoes Recipe,256.4652406,14.37305053,0.149719276,0.91430131,8.944479102,62.7448534,0
No-Bake Chocolate Peanut Butter Oatmeal Balls,366.8122271,10.79673535,3.281928641,0.011979971,4.990819843,67.64793245,0
Easy Chocolate Sauce Recipe,367.1389856,13.07138106,7.604685518,0.242551743,8.211498005,54.13772701,0
Honey-Sweetened Ketchup,357.3190917,0.019429276,0.548280267,0.124974265,0.005175219,75.18520559,0
Shanghai Ketchup Shrimp Dip,284.4344359,2.191716682,2.399863789,2.527242157,0.366321883,20.18750266,0
"Rehydrated Onions, Mcdonald's Style",155.024901,0.00023406,0.002574665,0.00844812,9.80E-05,0.009918313,0
Baklawa - Syrian Version of Baklava,0.093624192,11.63611291,2.023722819,0.109399921,4.008172101,71.5005869,0
Tahitian Vanilla Frosting,403.5570556,45.48429342,1.542077603,0.024773487,28.30768607,14.08921441,0
Shrimp Fajitas In Lettuce Recipe,484.1398492,0.090611354,6.802401747,11.88209607,0.010480349,15.31113537,0
Karens Cheese Ball,94.3231441,23.01506115,20.36945618,2.517220216,9.538552444,3.83232754,0
Italian Feather Bread Pizza Dough,312.9486814,5.987959866,4.75451505,0.787625418,0.832107023,1.772575251,1
Tropical Peanut Squares,186.3545151,30.42823444,12.64833968,0.072825129,7.04979003,37.15588304,0
Cream Cheese Frosting,467.7268839,25.74710214,8.811893944,0.836965845,16.10674571,50.15864738,0
Golden Roast Turkey,467.8561644,9.887603457,19.08437664,0.161037356,3.494217626,0.002170502,1
Cinnamon Stove Top Granola,165.2861858,14.02046626,12.41281505,0.012821827,4.407613324,13.9618795,0
Barbecue Sauce,399.2641462,0.215533125,0.285820781,0.183750416,0.037761295,1.124138847,1
Frozen Berry-Melon Pops,25.93865365,0.217308195,0.427018818,0.001606501,0.007372068,61.77077617,0
Raisin Orange Salad Dressing,247.370359,3.14930282,1.379286718,0.087104731,0.522491349,5.017301038,0
Whole Grain Baking Mix,161.293638,3.368557324,6.107606042,0.214336684,1.520257044,3.613435548,0
Powdered Sugar Icing,165.2616064,0.155511811,0.539370079,0.021052056,0.101377953,82.98140857,0
Blueberry Pineapple Basil Smoothie,333.552056,0.854222073,5.992674213,0.098588183,0.457732321,11.08804863,0
Almond And Cream Cheese Biscuits Recipe,86.50610458,22.63823678,12.18491715,0.339286407,6.58650227,27.91752357,0
Chocolate Almond Popcorn,459.237127,24.15143702,9.091908698,0.926006673,5.804807765,36.55304467,0
Orange-Balsamic Dressing,444.1495412,28.06609195,0.707854406,0.010775862,3.847828863,5.026340996,1
Parmesan Potato Wedges,278.4163474,10.57455153,14.85747418,2.661615178,6.696809419,2.084649395,0
Spiced Honey Pretzels,182.2833287,5.295798292,6.059466352,0.5196607,2.363674517,20.53421252,0
Nutty Granola II,348.0089103,16.50910627,10.11068042,0.017436903,1.653480276,9.693063132,0
Honey Vanilla Almond Granola,395.2443732,24.1778099,11.64016384,0.004668112,12.48915793,17.90085532,0
Chocolate Caramel Sauce,462.2334658,21.82346337,4.985482538,0.28222703,17.60869364,43.2222276,0
Dijon-Horseradish Dressing,432.8301013,38.40986926,1.845658837,1.061227442,8.534333657,2.167571076,1
Cheese Straws,365.0189222,30.12944714,16.43505373,1.61273036,17.5236067,0.370525026,1
Chocolate Chunk Cookie Dough Frozen Yogurt,429.7644897,27.50022238,3.789342629,0.802234458,17.14821625,55.47055802,0
Ma Grilli Risotta Recipe,472.1713774,5.806322276,7.754005115,24.23124461,1.422984792,8.498282991,0
Salted Bittersweet Fudge with Toasted Walnuts,142.5312075,30.00146606,11.08490841,0.537815431,22.45826541,28.39379462,0
Orange Marshmallow Fruit Dip,515.3781244,12.93647408,18.59696627,1.796250642,8.180588682,25.99340006,0
Mustard Dill Bread - Bread Machine,336.2452288,2.506826808,6.649610324,0.864933127,1.143686163,1.703954281,1
Best Buttermilk Biscuits,222.6265629,80.04451521,1.521965168,0.053938134,20.00744086,0.414608786,1
Lassi (Yogurt Drink),752.5019496,0.203058636,5.222582441,0.050082468,0.060264585,2.97206378,0
Orange Creamsicle Protein Balls,35.37723392,96.44951683,1.134191897,0.002480747,86.34368538,0.465858414,0
Skillet Chicken With Black Walnuts,861.7689752,35.46063257,8.574960778,0.684882988,4.619211861,0.979188281,1
"Spicy Hot Wings, Low Carb",356.5016348,61.12771107,5.471384009,0.081295966,36.91982881,0.214950501,1
Fruit & Honey Spinach Salad,572.5045959,12.91840846,2.339567112,0.058854204,1.105498012,24.80912922,0
Potato Bread (Bread Machine),259.8095102,0.876434429,2.83961183,0.137945213,0.43353625,3.314852576,0
Smoking Brisket Rub,47.57616801,4.418491924,5.769894346,32.16095812,0.83544751,26.41458125,0
Blueberry Topping for Ice Cream,202.3858427,0.276866022,0.072893133,0.000266422,0.155420095,90.96189096,0
Garlic Mayonnaise Dip,351.2937465,73.44424289,0.979091083,1.347145312,11.29501623,0.615333206,1
Fiery Creole Pepper Rub,668.7034562,4.902354968,9.263149257,26.8157668,1.186223025,3.384343973,0
Rose-A-'Rita (cocktail),202.2647083,1.057603922,0.540802778,32.84942805,0.616612195,0.569145133,1
Cinnamon Vanilla Ice Cream Sundae,57.68052293,4.394381444,2.626471243,0.071630729,2.349313228,12.72357521,0
Hard Sauce,136.6787719,69.15070421,0.752800064,0.031602486,43.00926205,14.04445136,0
Brine For Oily Or Strong Tasting Fish Recipe,665.8800091,0.009315972,0.079346383,11.96030272,0.002256714,3.085674819,1
AMIEs Chocolate RICE Pudding (Champorado),13.34218529,1.451087761,1.832174042,0.044213408,0.886192097,9.932662424,0
Miss Pixie's Honey Crackle,73.03537073,5.996358437,2.453642019,0.004852908,3.647145283,3.916914885,0
Condensed Tomato Soup Recipe (Gluten-Free),180.8225767,0.069655647,0.306484846,28.56909933,0.009751791,1.773885654,0
Green Beans With Coconut,9.545051741,54.09614174,0.696401875,0.11598988,49.01032412,1.847460394,0
Classic Cheese Log,496.4456145,43.76265348,8.043090212,0.279655155,8.974394076,3.437150273,0
Golden Smashed Potatoes,439.7291709,1.276029885,2.916348683,0.434309885,0.316041519,2.512996632,0
Southwestern Chicken,77.62520493,2.782572545,18.77758333,12.32547223,0.563553589,0.59429627,0
Raspberry Lemonade,113.0440902,0.057149278,0.090218805,0.006160403,0.006846676,13.44035445,0
Trail mix,54.32392083,43.15753854,11.08142576,0.009944568,12.06821237,12.92973426,0
Cranberry Wheat Bread,505.6582752,1.148388702,1.509689721,0.256721005,0.165146393,70.02911416,0
Asparagus Topped With Crab Recipe,322.8528923,4.769739418,7.787779634,0.528337634,2.913795208,3.289027827,0
Super Skillet Fish,97.25391437,44.10626497,5.491557748,0.152704313,26.26441956,0.422487416,0
Biscuits,494.5161471,66.77220916,1.473373138,2.280320849,41.51848501,0.4574513,1
Whole Wheat Cookies Recipe,619.6851818,2.106361203,7.37561014,1.451149425,0.394426075,22.07368918,0
Oven-Roasted Cheesy Cauliflower,346.520233,13.38672254,3.090272746,0.205924385,2.458668944,1.629292329,1
Adults Only Blood Bath Cocktail!,143.7495696,0.241559638,0.124373431,0.018465291,0.064390012,10.64267042,0
Raspberries With Knepp,82.84251594,0.064443029,0.298665385,1.085723604,0.022101378,85.01174783,0
Croq-Tele (Almond Cookies) Recipe,333.2240991,31.09886324,8.366058101,0.67702951,12.50539672,24.25881272,0
Pecan Pie Brittle,499.2536457,31.43085674,3.047754473,5.913911601,7.09254651,49.14267093,0
Plum Glazed Pork Tenderloin,481.8698898,0.497833803,3.762666911,1.818692202,0.143859898,7.906887817,0
Beet and Horseradish Relish,56.78481045,0.19498196,1.570921868,0.245904894,0.03002711,7.637029554,0
Parsley Butter,45.72534195,19.59580743,2.411965019,0.126261452,11.93134713,0.745102637,0
Lisa's Low Fat Shrimp Diane,196.1156156,0.822361885,17.93234968,0.377169815,0.169935861,0.232962685,0
Aunt Kay's Peanut Butter Fudge,89.70380237,23.19058191,10.44987147,0.047178079,4.723124562,45.33711147,0
Creamy Carrot Casserole,426.6183688,18.36372273,12.29929852,1.602459376,6.584398275,3.547196133,1
Olive Stuffed Cheese Biscuits,323.7519267,28.01698772,10.41071696,1.55602246,15.05370067,0.262906114,1
Classic Pizza Sauce,354.4039621,3.319360092,1.702197703,1.858532766,0.54281407,4.40408602,0
Cherry Tomatoes (Stuffed) Recipe,74.00379506,4.196436315,10.89641415,0.883621313,1.672686448,2.650502559,0
Grape Crush,96.2522526,0.077770646,0.351813278,27.88252885,0.02643213,7.551990581,0
Brandied Cherries (For Chocolate Cherry Trifle) Recipe TrishUntrapped,57.80052482,0.19429725,1.013121373,0,0.036083775,16.50454201,0
French Bread Dough,76.52031289,0.96172665,6.773404371,9.48746874,0.140154398,1.526584756,0
Fresh Raspberry Sorbet,197.836251,0.104516564,0.161722463,0.000758484,0.013597385,64.75413975,0
Blood Orange Granita,252.7404705,0.197799839,0.636651462,0.001931849,0.025156963,11.73501476,0
Spinach With Olive Oil and Lemon!,57.33297558,4.373636756,2.648625094,1.719098794,0.589791375,0.5045926,0
Sue's Hash Brown Casserole,57.34321688,51.3595536,2.678901968,0.486738492,30.81862836,1.270985446,0
Peanut Butter Granola,496.6928073,25.35319156,12.2555538,0.119342867,8.989921376,6.868239143,0
Roasted Snap Peas and Soba Noodles,440.8474487,6.12194285,6.131410997,20.58710646,0.867392186,6.833603515,0
Blueberry-Pineapple Protein Shake,177.4041721,0.2554571,0.77739356,0.02744759,0.045969311,9.630430084,0
Flaky Buttermilk Biscuits,52.34493192,15.41765241,5.958598726,1.812215651,9.386396724,1.738853503,0
Garlicky Buttered Shrimp,309.6451319,1.863504545,6.796724334,0.161004379,1.019667117,4.184869667,0
Oatmeal Cinnamon Scones Vegan,62.58381054,22.02586228,1.969818486,1.119317715,4.122025693,18.76911407,0
Carrot Salad With Pineapple (No Mayo),344.7538663,0.436569809,2.000708717,0.080439405,0.132742736,2.012048193,1
Pickled Eggs Or Gizzards Recipe,220.6945429,0,0,8.423913043,0,91.08695652,0
Chef John's Christmas Miracle Fudge,347.826087,39.75255208,4.794425737,0.114732806,27.28648057,26.54642267,0
Easy Salsa Chicken,495.7109683,3.022069281,11.65857719,2.394626943,0.738332952,2.68901768,1
Ginger Dressing,111.3807069,33.65089767,0.43209092,5.542423837,4.847585998,22.0437576,0
Cranberry Vinaigrette,389.3105277,38.22983895,0.057095983,0.097355826,5.279665555,36.16765763,0
Trail Mix,500.0025354,27.37234043,7.794326241,0.042553191,2.645744681,1.081560284,1
Sauced Fish,444.3262411,13.76643173,12.2653859,0.271861242,4.416846733,0.612824325,1
Chocolate Cashew Spread,179.0762709,78.54695358,1.950098862,0.032893624,47.54920197,1.311561116,1
Easy White Sauce in the Microwave,706.6331088,5.842283943,2.077330515,0.346195557,1.068041658,2.725870683,1
Chocolate Macadamia Nut Bars,79.77551931,66.91499996,1.278653102,0.040485363,41.62215968,14.62417434,0
Broccoli With Feta Recipe,659.303944,1.372219857,2.921288353,0.105774238,0.307505873,1.712577745,1
Bootlegger's Beef,43.08915198,6.364743489,4.042237765,0.081434955,3.245133714,1.524164689,0
"Brown Sugar, Raisin, And Date Cream Cheese Recipe",224.6441563,21.38455683,29.85835674,2.847419504,13.55909424,8.073031631,0
Teddy Bear Juice,376.6122214,0.067685911,0.064412107,0.009166653,0.011605637,7.015599679,0
Cinnamon Chicken Salad,31.27301894,22.95064211,4.723344454,0.520468671,3.624493853,3.037521137,0
Grandma Clark's Cranberry Jelly,242.3860884,0.55,0.0875,0.0078125,0.04375,67.7,0
Terrific Toppings,273.75,0.304443943,0.976140215,0.022887975,0.068110039,36.3763707,0
Pineapple Coleslaw,234.7628132,22.64615484,5.688634378,2.719677117,11.85198486,5.660163706,0
Goldilock's Porridge,278.5919959,16.68053372,10.53017064,1.565967658,3.83737357,1.328542105,1
Warm Brownie Pudding Cake,386.5383804,9.274596464,11.5668236,0.2739179,5.497141622,11.90430438,0
Creamy Caramel Sauce,204.8424289,9.794164216,0.771318706,0.020357385,6.251526804,46.34358742,0
Linda's Herb-Crusted Roast Pork Tenderloin,267.3603257,6.506775957,17.82775607,0.1285425,2.269049374,0.121986301,1
Tennessee Whiskey Sweet Potato Casserole,138.9033031,5.637838821,0.577480842,0.179045005,1.831254878,6.129838395,0
Boston Baked Beans (Dry K Recipe,86.47023345,1.081755678,6.551655167,0.393010909,0.166752389,3.425791001,0
Refreshing Chocolate Grapefruit Granita,107.8727567,3.840869686,5.229372072,0.014226626,2.268244595,63.66880496,0
Coconut Bark,303.7194406,76.21184441,2.060945353,0.082724418,68.93890735,14.1738846,0
Graham and Fruit Bars,736.4326187,15.87105437,2.507103102,0.064868512,9.716706236,31.67062365,0
Pork Hamonado,363.8150469,3.263516543,10.62006433,0.469552615,0.639433401,6.766189726,0
Mustard Oil Dressing,105.0699297,52.63975287,0.395167568,1.146178096,7.25741222,0.080808629,0
Lime Ginger Honeydew,476.0483502,0.0568668,0.215523702,0.017759906,0.015914071,62.68022445,0
Chocolate Biscuits (Cookies),241.478755,42.96253317,2.248790134,0.020613259,18.17881043,19.66381329,0
Instant Mexican Style Hot Cocoa,516.4229588,2.156481672,4.080068472,0.675517401,1.197822282,27.7800659,0
Cheddar Breadsticks,152.8521417,24.92681929,0.701978721,0.100970153,3.606547931,0.457089941,1
New American Waldorf Salad,235.3133889,16.9450967,3.684443202,0.392005218,2.248559863,5.422909678,0
Country Biscuits With a Twang,192.9359755,21.54804563,2.655248365,1.355238502,3.569216608,4.535980801,0
Scones,236.3654295,37.51974266,0.754135748,1.489124515,7.059466267,41.44751174,0
Grandmas Beef Barbeque,515.4707604,6.347056525,9.875336298,0.468005005,2.634625636,6.306814687,0
Deep Dish Pizza,128.0329452,7.043925389,12.11962845,0.206625402,3.250232171,1.678080174,0
Chocolate Chip Date Picnic Cake Recipe,165.610632,0.113500597,0.716845878,0.007467145,0.009358821,18.54241338,0
Barbeque Pulled Pork,82.63639984,1.263560975,11.63472238,0.947676584,0.38316158,10.35056086,0
Neely's Barbecue Seasoning,107.6669884,6.348167539,7.729057592,0.121073298,1.042539267,49.42408377,0
Rick's Steak Seasoning II,319.3717277,7.002881844,8.587896254,26.03025937,1.34870317,10.04322767,0
Magic Ginger Cake,224.7838617,13.54893182,4.551504786,0.398268955,8.297871115,19.19506863,0
Toni's Pizza Dough,313.3327542,2.767010874,5.237093025,0.478884888,0.412214087,1.070531077,1
Orange Flamingo,194.0846393,1.392993053,0.20064116,63.65876122,0.867250514,0.825903108,1
Salmon with Vegetables,17.97410391,6.732115112,17.51984007,0.123420145,1.247110139,0.536562436,0
Sugared Bacon Appetizers,139.8052875,20.97088855,8.332118248,2.624141661,3.28479728,27.35162619,0
Roasted Brussels Sprouts With Pine Nuts,324.6125938,47.99852486,3.426218472,0.803793371,5.679773819,6.07727457,0
Tortas De Aceite Y Anis,472.7919289,6.655618176,1.967481669,4.625113847,0.919393138,66.55947859,0
Low Cal Yogurt Breakfast,370.3910751,0.467231609,9.203858503,0.079904808,0.128047495,3.442589127,0
Wholemeal Bread,60.08354409,2.823212167,4.742462312,0.850854275,0.398078077,0.117515237,0
Simple Vegan Blueberry Pancakes,181.1257995,0.514642176,1.527464911,0.173605094,0.05345694,8.738520187,0
Asparagus In Its Own Juices Recipe,73.210882,6.310175299,2.078684801,0.789372191,3.895132214,1.726520665,0
Microwave Peach Jam With Orange Liqueur,73.2086094,0.14095716,0.488156901,0.000134887,0.01151937,47.95214201,
Baked Green Bean Casserole,187.4123233,10.62030852,6.453818174,0.902301283,6.369081804,3.809509416,
Cabot Cheddar Cream Biscuits,145.2054933,16.84009135,9.104915898,11.8750336,10.12488043,1.036556377,
Cream Cheese and Green Olive Dip - Teresa's Dip,317.6647892,20.89454381,15.55689624,1.753402005,11.03807327,2.019912633,
